0,0
1,1
2,1
3,2
4,3
5,4
6,4
7,5
8,6
9,6
10,7
11,8
12,8
13,9
14,10
15,11
16,11
17,12
18,13
19,13
20,14
21,15
22,15
23,16
24,17
25,17
26,18
27,19
28,19
29,20
30,21
31,21
32,22
33,23
34,23
35,24
36,24
37,25
38,26
39,26
40,27
41,27
42,28
43,29
44,29
45,30
46,30
47,31
48,31
49,32
50,32
51,33
52,34
53,34
54,35
55,35
56,36
57,36
58,37
59,37
60,38
61,38
62,38
63,39
64,39
65,40
66,40
67,41
68,41
69,41
70,42
71,42
72,43
73,43
74,43
75,44
76,44
77,44
78,45
79,45
80,45
81,46
82,46
83,46
84,46
85,47
86,47
87,47
88,47
89,48
90,48
91,48
92,48
93,48
94,49
95,49
96,49
97,49
98,49
99,49
100,49
101,50
102,50
103,50
104,50
105,50
106,50
107,50
108,50
109,50
110,50
111,50
112,50
113,50
114,50
115,50
116,50
117,50
118,50
119,50
120,50
121,50
122,49
123,49
124,49
125,49
126,49
127,49
128,49
129,48
130,48
131,48
132,48
133,48
134,47
135,47
136,47
137,47
138,46
139,46
140,46
141,46
142,45
143,45
144,45
145,44
146,44
147,44
148,43
149,43
150,43
151,42
152,42
153,41
154,41
155,41
156,40
157,40
158,39
159,39
160,38
161,38
162,38
163,37
164,37
165,36
166,36
167,35
168,35
169,34
170,34
171,33
172,32
173,32
174,31
175,31
176,30
177,30
178,29
179,29
180,28
181,27
182,27
183,26
184,26
185,25
186,24
187,24
188,23
189,23
190,22
191,21
192,21
193,20
194,19
195,19
196,18
197,17
198,17
199,16
200,15
201,15
202,14
203,13
204,13
205,12
206,11
207,11
208,10
209,9
210,8
211,8
212,7
213,6
214,6
215,5
216,4
217,4
218,3
219,2
220,1
221,1
222,0
223,-1
224,-1
225,-2
226,-3
227,-4
228,-4
229,-5
230,-6
231,-6
232,-7
233,-8
234,-8
235,-9
236,-10
237,-11
238,-11
239,-12
240,-13
241,-13
242,-14
243,-15
244,-15
245,-16
246,-17
247,-17
248,-18
249,-19
250,-19
251,-20
252,-21
253,-21
254,-22
255,-23
256,-23
257,-24
258,-24
259,-25
260,-26
261,-26
262,-27
263,-27
264,-28
265,-29
266,-29
267,-30
268,-30
269,-31
270,-31
271,-32
272,-32
273,-33
274,-34
275,-34
276,-35
277,-35
278,-36
279,-36
280,-37
281,-37
282,-38
283,-38
284,-38
285,-39
286,-39
287,-40
288,-40
289,-41
290,-41
291,-41
292,-42
293,-42
294,-43
295,-43
296,-43
297,-44
298,-44
299,-44
300,-45
301,-45
302,-45
303,-46
304,-46
305,-46
306,-46
307,-47
308,-47
309,-47
310,-47
311,-48
312,-48
313,-48
314,-48
315,-48
316,-49
317,-49
318,-49
319,-49
320,-49
321,-49
322,-49
323,-50
324,-50
325,-50
326,-50
327,-50
328,-50
329,-50
330,-50
331,-50
332,-50
333,-50
334,-50
335,-50
336,-50
337,-50
338,-50
339,-50
340,-50
341,-50
342,-50
343,-50
344,-49
345,-49
346,-49
347,-49
348,-49
349,-49
350,-49
351,-48
352,-48
353,-48
354,-48
355,-48
356,-47
357,-47
358,-47
359,-47
360,-46
361,-46
362,-46
363,-46
364,-45
365,-45
366,-45
367,-44
368,-44
369,-44
370,-43
371,-43
372,-43
373,-42
374,-42
375,-41
376,-41
377,-41
378,-40
379,-40
380,-39
381,-39
382,-38
383,-38
384,-38
385,-37
386,-37
387,-36
388,-36
389,-35
390,-35
391,-34
392,-34
393,-33
394,-32
395,-32
396,-31
397,-31
398,-30
399,-30
400,-29
401,-29
402,-28
403,-27
404,-27
405,-26
406,-26
407,-25
408,-24
409,-24
410,-23
411,-23
412,-22
413,-21
414,-21
415,-20
416,-19
417,-19
418,-18
419,-17
420,-17
421,-16
422,-15
423,-15
424,-14
425,-13
426,-13
427,-12
428,-11
429,-11
430,-10
431,-9
432,-8
433,-8
434,-7
435,-6
436,-6
437,-5
438,-4
439,-4
440,-3
441,-2
442,-1
443,-1
444,0
445,1
446,1
447,2
448,3
449,4
450,4
451,5
452,6
453,6
454,7
455,8
456,8
457,9
458,10
459,11
460,11
461,12
462,13
463,13
464,14
465,15
466,15
467,16
468,17
469,17
470,18
471,19
472,19
473,20
474,21
475,21
476,22
477,23
478,23
479,24
480,24
481,25
482,26
483,26
484,27
485,27
486,28
487,29
488,29
489,30
490,30
491,31
492,31
493,32
494,32
495,33
496,34
497,34
498,35
499,35
500,36
501,36
502,37
503,37
504,38
505,38
506,38
507,39
508,39
509,40
510,40
511,41
512,41
513,41
514,42
515,42
516,43
517,43
518,43
519,44
520,44
521,44
522,45
523,45
524,45
525,46
526,46
527,46
528,46
529,47
530,47
531,47
532,47
533,48
534,48
535,48
536,48
537,48
538,49
539,49
540,49
541,49
542,49
543,49
544,49
545,50
546,50
547,50
548,50
549,50
550,50
551,50
552,50
553,50
554,50
555,50
556,50
557,50
558,50
559,50
560,50
561,50
562,50
563,50
564,50
565,50
566,49
567,49
568,49
569,49
570,49
571,49
572,49
573,48
574,48
575,48
576,48
577,48
578,47
579,47
580,47
581,47
582,46
583,46
584,46
585,46
586,45
587,45
588,45
589,44
590,44
591,44
592,43
593,43
594,43
595,42
596,42
597,41
598,41
599,41
600,40
601,40
602,39
603,39
604,38
605,38
606,38
607,37
608,37
609,36
610,36
611,35
612,35
613,34
614,34
615,33
616,32
617,32
618,31
619,31
620,30
621,30
622,29
623,29
624,28
625,27
626,27
627,26
628,26
629,25
630,24
631,24
632,23
633,23
634,22
635,21
636,21
637,20
638,19
639,19
640,18
641,17
642,17
643,16
644,15
645,15
646,14
647,13
648,13
649,12
650,11
651,11
652,10
653,9
654,8
655,8
656,7
657,6
658,6
659,5
660,4
661,4
662,3
663,2
664,1
665,1
666,0
667,-1
668,-1
669,-2
670,-3
671,-4
672,-4
673,-5
674,-6
675,-6
676,-7
677,-8
678,-8
679,-9
680,-10
681,-11
682,-11
683,-12
684,-13
685,-13
686,-14
687,-15
688,-15
689,-16
690,-17
691,-17
692,-18
693,-19
694,-19
695,-20
696,-21
697,-21
698,-22
699,-23
700,-23
701,-24
702,-24
703,-25
704,-26
705,-26
706,-27
707,-27
708,-28
709,-29
710,-29
711,-30
712,-30
713,-31
714,-31
715,-32
716,-32
717,-33
718,-34
719,-34
720,-35
721,-35
722,-36
723,-36
724,-37
725,-37
726,-38
727,-38
728,-38
729,-39
730,-39
731,-40
732,-40
733,-41
734,-41
735,-41
736,-42
737,-42
738,-43
739,-43
740,-43
741,-44
742,-44
743,-44
744,-45
745,-45
746,-45
747,-46
748,-46
749,-46
750,-46
751,-47
752,-47
753,-47
754,-47
755,-48
756,-48
757,-48
758,-48
759,-48
760,-49
761,-49
762,-49
763,-49
764,-49
765,-49
766,-49
767,-50
768,-50
769,-50
770,-50
771,-50
772,-50
773,-50
774,-50
775,-50
776,-50
777,-50
778,-50
779,-50
780,-50
781,-50
782,-50
783,-50
784,-50
785,-50
786,-50
787,-50
788,-49
789,-49
790,-49
791,-49
792,-49
793,-49
794,-49
795,-48
796,-48
797,-48
798,-48
799,-48
800,-47
801,-47
802,-47
803,-47
804,-46
805,-46
806,-46
807,-46
808,-45
809,-45
810,-45
811,-44
812,-44
813,-44
814,-43
815,-43
816,-43
817,-42
818,-42
819,-41
820,-41
821,-41
822,-40
823,-40
824,-39
825,-39
826,-38
827,-38
828,-38
829,-37
830,-37
831,-36
832,-36
833,-35
834,-35
835,-34
836,-34
837,-33
838,-32
839,-32
840,-31
841,-31
842,-30
843,-30
844,-29
845,-29
846,-28
847,-27
848,-27
849,-26
850,-26
851,-25
852,-24
853,-24
854,-23
855,-23
856,-22
857,-21
858,-21
859,-20
860,-19
861,-19
862,-18
863,-17
864,-17
865,-16
866,-15
867,-15
868,-14
869,-13
870,-13
871,-12
872,-11
873,-11
874,-10
875,-9
876,-8
877,-8
878,-7
879,-6
880,-6
881,-5
882,-4
883,-4
884,-3
885,-2
886,-1
887,-1
888,0
889,1
890,1
891,2
892,3
893,4
894,4
895,5
896,6
897,6
898,7
899,8
900,8
901,9
902,10
903,11
904,11
905,12
906,13
907,13
908,14
909,15
910,15
911,16
912,17
913,17
914,18
915,19
916,19
917,20
918,21
919,21
920,22
921,22
922,23
923,24
924,24
925,25
926,26
927,26
928,27
929,27
930,28
931,29
932,29
933,30
934,30
935,31
936,31
937,32
938,32
939,33
940,34
941,34
942,35
943,35
944,36
945,36
946,37
947,37
948,37
949,38
950,38
951,39
952,39
953,40
954,40
955,41
956,41
957,41
958,42
959,42
960,43
961,43
962,43
963,44
964,44
965,44
966,45
