0,0
1,6
2,11
3,17
4,22
5,28
6,33
7,39
8,44
9,49
10,54
11,58
12,63
13,67
14,71
15,75
16,79
17,82
18,85
19,88
20,91
21,93
22,95
23,96
24,98
25,99
26,100
27,100
28,100
29,100
30,99
31,98
32,97
33,96
34,94
35,92
36,89
37,87
38,84
39,80
40,77
41,73
42,69
43,65
44,61
45,56
46,51
47,46
48,41
49,36
50,31
51,25
52,20
53,14
54,8
55,3
56,-3
57,-8
58,-14
59,-20
60,-25
61,-31
62,-36
63,-41
64,-46
65,-51
66,-56
67,-61
68,-65
69,-69
70,-73
71,-77
72,-80
73,-84
74,-87
75,-89
76,-92
77,-94
78,-96
79,-97
80,-98
81,-99
82,-100
83,-100
84,-100
85,-100
86,-99
87,-98
88,-96
89,-95
90,-93
91,-91
92,-88
93,-85
94,-82
95,-79
96,-75
97,-71
98,-67
99,-63
100,-58
101,-54
102,-49
103,-44
104,-39
105,-33
106,-28
107,-22
108,-17
109,-11
110,-6
111,0
112,6
113,11
114,17
115,22
116,28
117,33
118,39
119,44
120,49
121,54
122,58
123,63
124,67
125,71
126,75
127,79
128,82
129,85
130,88
131,91
132,93
133,95
134,96
135,98
136,99
137,100
138,100
139,100
140,100
141,99
142,98
143,97
144,96
145,94
146,92
147,89
148,87
149,84
150,80
151,77
152,73
153,69
154,65
155,61
156,56
157,51
158,46
159,41
160,36
161,31
162,25
163,20
164,14
165,8
166,3
167,-3
168,-8
169,-14
170,-20
171,-25
172,-31
173,-36
174,-41
175,-46
176,-51
177,-56
178,-61
179,-65
180,-69
181,-73
182,-77
183,-80
184,-84
185,-87
186,-89
187,-92
188,-94
189,-96
190,-97
191,-98
192,-99
193,-100
194,-100
195,-100
196,-100
197,-99
198,-98
199,-96
200,-95
201,-93
202,-91
203,-88
204,-85
205,-82
206,-79
207,-75
208,-71
209,-67
210,-63
211,-58
212,-54
213,-49
214,-44
215,-39
216,-33
217,-28
218,-22
219,-17
220,-11
221,-6
222,0
223,6
224,11
225,17
226,22
227,28
228,33
229,39
230,44
231,49
232,54
233,58
234,63
235,67
236,71
237,75
238,79
239,82
240,85
241,88
242,91
243,93
244,95
245,96
246,98
247,99
248,100
249,100
250,100
251,100
252,99
253,98
254,97
255,96
256,94
257,92
258,89
259,87
260,84
261,80
262,77
263,73
264,69
265,65
266,61
267,56
268,51
269,46
270,41
271,36
272,31
273,25
274,20
275,14
276,8
277,3
278,-3
279,-8
280,-14
281,-20
282,-25
283,-31
284,-36
285,-41
286,-46
287,-51
288,-56
289,-61
290,-65
291,-69
292,-73
293,-77
294,-80
295,-84
296,-87
297,-89
298,-92
299,-94
300,-96
301,-97
302,-98
303,-99
304,-100
305,-100
306,-100
307,-100
308,-99
309,-98
310,-96
311,-95
312,-93
313,-91
314,-88
315,-85
316,-82
317,-79
318,-75
319,-71
320,-67
321,-63
322,-58
323,-54
324,-49
325,-44
326,-39
327,-33
328,-28
329,-22
330,-17
331,-11
332,-6
333,0
334,6
335,11
336,17
337,22
338,28
339,33
340,39
341,44
342,49
343,54
344,58
345,63
346,67
347,71
348,75
349,79
350,82
351,85
352,88
353,91
354,93
355,95
356,96
357,98
358,99
359,100
360,100
361,100
362,100
363,99
364,98
365,97
366,96
367,94
368,92
369,89
370,87
371,84
372,80
373,77
374,73
375,69
376,65
377,61
378,56
379,51
380,46
381,41
382,36
383,31
384,25
385,20
386,14
387,8
388,3
389,-3
390,-8
391,-14
392,-20
393,-25
394,-31
395,-36
396,-41
397,-46
398,-51
399,-56
400,-61
401,-65
402,-69
403,-73
404,-77
405,-80
406,-84
407,-87
408,-89
409,-92
410,-94
411,-96
412,-97
413,-98
414,-99
415,-100
416,-100
417,-100
418,-100
419,-99
